country,district,year,PRECTOTLAND kg m-2 s-1
Afghanistan,Maywand,2005,5.251246680374094e-06
Afghanistan,Dushi,2005,6.839200525289355e-06
Afghanistan,Shah Wali Kot,2005,6.308644937701142e-06
Afghanistan,kiti,2005,6.339809705742093e-06
Afghanistan,Paktika,2005,1.0737301822657256e-05
Afghanistan,Sholgareh,2005,4.064251097443165e-06
Afghanistan,Arghandab,2005,7.095821282004091e-06
Afghanistan,Kunduz,2005,6.80822908599749e-06
Afghanistan,Saydabad,2005,1.0511253494276317e-05
Afghanistan,Paktya,2005,1.173560081538315e-05
Afghanistan,Ashtarlay,2005,6.1697892351087216e-06
Afghanistan,Chisht-e-Sharif,2005,5.279701443602093e-06
Afghanistan,Daman,2005,5.8629967661560725e-06
Afghanistan,Farsi,2005,5.15524119223789e-06
Afghanistan,Nawur,2005,8.930563117626269e-06
Afghanistan,Panj wayi,2005,5.446322139721394e-06
Afghanistan,Kandahar,2005,5.979710937567403e-06
Afghanistan,Waras,2005,6.712028853522312e-06
Afghanistan,Qorghan,2005,4.403036300789721e-06
Afghanistan,Hesa Awal-e- Behsud,2005,8.327154531613976e-06
Afghanistan,Balkh,2005,4.105856240082903e-06
Afghanistan,Khas Uruzgan,2005,7.456960955588984e-06
Afghanistan,Nad-e-Ali,2005,3.845079685167655e-06
Afghanistan,Chora,2005,6.7180291694216286e-06
Afghanistan,Kohistanat,2005,4.664659150987589e-06
Afghanistan,Khwaja Sabzposh,2005,4.637967649365084e-06
Afghanistan,Farah,2005,3.861856044392516e-06
Afghanistan,Reg(khan Neshin),2005,4.5703729113657005e-06
Afghanistan,Jawand,2005,5.119091508962545e-06
Afghanistan,Pur Chaman,2005,4.097960386557043e-06
Afghanistan,Kajaki,2005,5.053053150231726e-06
Afghanistan,Jalrez,2005,9.443605331865387e-06
Afghanistan,Naw Zad,2005,3.795269054491943e-06
Afghanistan,Uruzgan,2005,6.830750786724991e-06
Afghanistan,Yakawlang,2005,5.0379083917621265e-06
Afghanistan,Shiberghan,2005,4.368658031849648e-06
Afghanistan,Panjab,2005,5.739045131161134e-06
Afghanistan,Gulestan,2005,3.334197352111002e-06
Afghanistan,Shindand,2005,4.6852646024661036e-06
Afghanistan,Sang-e-Takht,2005,5.780395593209299e-06
Afghanistan,Darah Suf-e- Payin,2005,4.31469901164474e-06
Afghanistan,Sari Pul,2005,4.555773350405185e-06
Afghanistan,Dawlat Abad,2005,4.241346751608477e-06
Afghanistan,Garm Ser,2005,5.098302727221748e-06
Afghanistan,Baghran,2005,5.318664652897365e-06
Afghanistan,Khash Rod,2005,3.3658098583025754e-06
Afghanistan,Ghor,2005,5.162116503280864e-06
Afghanistan,Mahmud-e- Raqi,2005,8.798085701962485e-06
Afghanistan,Takhar,2005,6.2729079362259e-06
Afghanistan,Samangan,2005,4.933308471273691e-06
Afghanistan,Lashkar Gah,2005,4.285076786734532e-06
Afghanistan,Ab Band,2005,1.0892029383007094e-05
Afghanistan,Almar,2005,4.7524730888660645e-06
Afghanistan,Sozma Qala,2005,4.3149440358987356e-06
Afghanistan,Wor Mamay,2005,9.992609153416086e-06
Afghanistan,Hazrat Sultan,2005,4.95629641593277e-06
Afghanistan,Arghistan,2005,6.55705646823382e-06
Afghanistan,Nesh,2005,6.2373808682908095e-06
Afghanistan,Taywarah,2005,4.9388052425190866e-06
Afghanistan,Maruf,2005,7.497680414477462e-06
Afghanistan,Kabul,2005,9.73181809821416e-06
Afghanistan,Waza Khah,2005,9.165771446540459e-06
Afghanistan,Ali Abad,2005,6.872035697959832e-06
Afghanistan,Mardyan,2005,4.181626769586174e-06
Afghanistan,Shor Abak,2005,6.135982690606807e-06
Afghanistan,Parwan,2005,8.289899933661176e-06
Afghanistan,Khwaja Hejran,2005,7.4829082345144065e-06
Afghanistan,Kishindeh,2005,4.229069906661493e-06
Afghanistan,Badghis,2005,5.2118268740710784e-06
Afghanistan,Khoshi,2005,1.0856703727779218e-05
Afghanistan,Pul-e- khumri,2005,7.354490460489631e-06
Afghanistan,Imam Saheb,2005,6.7444224740351436e-06
Afghanistan,Deh shu,2005,5.317245420276234e-06
Afghanistan,Nimroz,2005,3.640741625039657e-06
Afghanistan,Naw Bahar,2005,7.939711781224106e-06
Afghanistan,Bangi,2005,6.120965641341599e-06
Afghanistan,Du Lina,2005,5.392524658579479e-06
Afghanistan,Gizab,2005,6.83663125438867e-06
Afghanistan,Ajrestan,2005,7.68704248494861e-06
Afghanistan,Chahar Sadra,2005,5.002295313066397e-06
Afghanistan,Qaysar,2005,4.959219227232807e-06
Afghanistan,Malestan,2005,9.267848808822828e-06
Afghanistan,Gomal,2005,1.115981507715182e-05
Afghanistan,Bala Buluk,2005,3.4778767693319498e-06
Afghanistan,Jaghuri,2005,9.160585502105535e-06
Afghanistan,Wa Sher,2005,3.3770807831944916e-06
Afghanistan,Qala-e-Naw,2005,5.314613682378009e-06
Afghanistan,Shahid-e-Hassas,2005,6.429983852467723e-06
Afghanistan,Qalat,2005,6.869722999383934e-06
Afghanistan,Dawlat Yar,2005,5.204112957921876e-06
Afghanistan,Chakhansur,2005,4.190605158513828e-06
Afghanistan,Saghar,2005,4.718267126246199e-06
Afghanistan,Shahrak,2005,5.257395446935695e-06
Afghanistan,Faryab,2005,4.672984495767475e-06
Afghanistan,Jawzjan,2005,4.2584351111048955e-06
Afghanistan,Shibar,2005,6.944373936667864e-06
Afghanistan,Sayghan,2005,5.893684531600333e-06
Afghanistan,Sayad,2005,4.484159871771013e-06
Afghanistan,Daykundi,2005,6.281656447112199e-06
Afghanistan,Hilmand,2005,4.6961497761072945e-06
Afghanistan,Ghazni,2005,9.63019774290951e-06
Afghanistan,Pasaband,2005,5.48197046211754e-06
Afghanistan,Khakrez,2005,6.049232216531696e-06
Afghanistan,Baghlan,2005,7.429465566493039e-06
Afghanistan,Logar,2005,1.0856703727779218e-05
Afghanistan,Chaghcharan,2005,5.0347469815937535e-06
Afghanistan,Obe,2005,5.27436569846744e-06
Afghanistan,Bala Murghab,2005,5.236746748842816e-06
Afghanistan,Garziwan,2005,4.805722472887948e-06
Afghanistan,Syah Gerd,2005,8.289899933661176e-06
Afghanistan,Deh Yak,2005,1.1603270626618948e-05
Afghanistan,Bamyan,2005,6.065408168942753e-06
Afghanistan,Zabul,2005,7.6132359746067895e-06
Afghanistan,Ghorak,2005,5.029253418453911e-06
Afghanistan,Khulm,2005,4.126898688473218e-06
Afghanistan,Gian,2005,1.1944514820644682e-05
Afghanistan,Bagrami,2005,9.73181809821416e-06
Afghanistan,Qadis,2005,5.361467242333916e-06
Afghanistan,Khwaja Ghar,2005,6.4248502311102e-06
Afghanistan,Maydan Wardak,2005,8.84060076477626e-06
Afghanistan,Shah Joy,2005,8.54768783581503e-06
Afghanistan,Lal Wa Sarjangal,2005,5.355813334682803e-06
Afghanistan,Dila,2006,1.0687669638624281e-05
Afghanistan,Markaz-e-Behsud,2006,1.091673850932115e-05
Afghanistan,Balkh Ab,2006,7.79518365067457e-06
Afghanistan,Hirat,2006,8.229848632817329e-06
Afghanistan,Feroz Nakhchir,2006,7.007001335468591e-06
Afghanistan,Pul-e-Hesar,2006,1.2177379885353208e-05
Afghanistan,Gardez,2006,1.3234164531736555e-05
Afghanistan,Spin Boldak,2006,9.422805281843367e-06
Afghanistan,Kapisa,2006,1.2783402926992873e-05
Afghanistan,Ruy-e-Du Ab,2006,8.743724523341444e-06
Afghanistan,Khwaja Du Koh,2006,6.3784910078271456e-06
Afghanistan,Tolak,2006,7.95547765361293e-06
Afghanistan,Jaghatu,2006,1.1797964638336734e-05
Afghanistan,Khuram wa Sarbagh,2006,7.953197449316449e-06
Afghanistan,Yahya Khel,2006,1.2295794015461125e-05
Afghanistan,Reg,2006,6.092973048790943e-06
Afghanistan,Fayz Abad,2006,6.919935752696316e-06
Afghanistan,Maywand,2006,6.750649038843221e-06
Afghanistan,Dushi,2006,1.024646469955776e-05
Afghanistan,Shah Wali Kot,2006,9.137396815532887e-06
Afghanistan,kiti,2006,9.798416544089452e-06
Afghanistan,Paktika,2006,1.0946953354911925e-05
Afghanistan,Sholgareh,2006,7.063286225756628e-06
Afghanistan,Arghandab,2006,9.475749214979183e-06
Afghanistan,Kunduz,2006,8.629624418251952e-06
Afghanistan,Saydabad,2006,1.2946177254780806e-05
Afghanistan,Paktya,2006,1.3234164531736555e-05
Afghanistan,Ashtarlay,2006,9.951977218040578e-06
Afghanistan,Chisht-e-Sharif,2006,8.367480881920872e-06
Afghanistan,Daman,2006,8.161449097320244e-06
Afghanistan,Farsi,2006,7.846239830396998e-06
Afghanistan,Nawur,2006,1.1555163643552777e-05
Afghanistan,Panj wayi,2006,6.419713113849686e-06
Afghanistan,Kandahar,2006,8.00733128925336e-06
Afghanistan,Waras,2006,1.025389269909836e-05
Afghanistan,Qorghan,2006,6.0163372639095775e-06
Afghanistan,Hesa Awal-e- Behsud,2006,1.1956917540044979e-05
Afghanistan,Balkh,2006,6.980242375664407e-06
Afghanistan,Khas Uruzgan,2006,9.859782618425525e-06
Afghanistan,Nad-e-Ali,2006,2.3066768590453564e-06
Afghanistan,Chora,2006,9.471645714765787e-06
Afghanistan,Kohistanat,2006,7.915944873113785e-06
Afghanistan,Khwaja Sabzposh,2006,6.885250988831081e-06
Afghanistan,Farah,2006,4.7287106582217215e-06
Afghanistan,Reg(khan Neshin),2006,1.908753141529872e-06
Afghanistan,Jawand,2006,8.185397383651206e-06
Afghanistan,Pur Chaman,2006,5.429265254450622e-06
Afghanistan,Kajaki,2006,7.121127118436356e-06
Afghanistan,Jalrez,2006,1.2872494852469379e-05
Afghanistan,Naw Zad,2006,4.318194395245542e-06
Afghanistan,Uruzgan,2006,9.559327047412492e-06
Afghanistan,Yakawlang,2006,8.62936808524071e-06
Afghanistan,Shiberghan,2006,6.6268193979271425e-06
Afghanistan,Panjab,2006,9.57011524248618e-06
Afghanistan,Gulestan,2006,3.4777288082421854e-06
Afghanistan,Shindand,2006,6.474296712548967e-06
Afghanistan,Sang-e-Takht,2006,9.588383483130459e-06
Afghanistan,Darah Suf-e- Payin,2006,7.3016319719685675e-06
Afghanistan,Sari Pul,2006,7.653607131445403e-06
Afghanistan,Dawlat Abad,2006,6.572940169229087e-06
Afghanistan,Garm Ser,2006,2.2540529479825453e-06
Afghanistan,Baghran,2006,7.868622893279431e-06
Afghanistan,Khash Rod,2006,2.0807884537674855e-06
Afghanistan,Ghor,2006,8.236956965382146e-06
Afghanistan,Mahmud-e- Raqi,2006,1.2783402926992873e-05
Afghanistan,Takhar,2006,8.2232745653313e-06
Afghanistan,Samangan,2006,7.832091865703142e-06
Afghanistan,Lashkar Gah,2006,3.7526242186957027e-06
Afghanistan,Ab Band,2006,1.1453224718460183e-05
Afghanistan,Almar,2006,6.820117502952622e-06
Afghanistan,Sozma Qala,2006,7.247254384730571e-06
Afghanistan,Wor Mamay,2006,9.694554301507222e-06
Afghanistan,Hazrat Sultan,2006,7.24327139078239e-06
Afghanistan,Arghistan,2006,9.4931992071412e-06
Afghanistan,Nesh,2006,8.982980813416189e-06
Afghanistan,Taywarah,2006,7.265064041920665e-06
Afghanistan,Maruf,2006,9.719139339443595e-06
Afghanistan,Kabul,2006,1.3308136954220026e-05
Afghanistan,Waza Khah,2006,9.822297604159397e-06
Afghanistan,Ali Abad,2006,9.42019465973467e-06
Afghanistan,Mardyan,2006,6.565954475486546e-06
Afghanistan,Shor Abak,2006,8.500619056080967e-06
Afghanistan,Parwan,2006,1.2110902766073123e-05
Afghanistan,Khwaja Hejran,2006,1.1413248714127016e-05
Afghanistan,Kishindeh,2006,7.2976517016306885e-06
Afghanistan,Badghis,2006,8.193713991758858e-06
Afghanistan,Khoshi,2006,1.3584295746439426e-05
Afghanistan,Pul-e- khumri,2006,1.109098944379419e-05
Afghanistan,Imam Saheb,2006,7.839054176769235e-06
Afghanistan,Deh shu,2006,1.3362781891003003e-06
Afghanistan,Nimroz,2006,2.012525657360971e-06
Afghanistan,Naw Bahar,2006,9.80873185796818e-06
Afghanistan,Bangi,2006,8.673357690416626e-06
Afghanistan,Du Lina,2006,8.748387620952425e-06
Afghanistan,Gizab,2006,1.0133076614076595e-05
Afghanistan,Ajrestan,2006,1.0360631754873078e-05
Afghanistan,Chahar Sadra,2006,8.215998584621578e-06
Afghanistan,Qaysar,2006,7.608518354066968e-06
Afghanistan,Malestan,2006,1.091091227300502e-05
Afghanistan,Gomal,2006,1.0964122490534153e-05
Afghanistan,Bala Buluk,2006,3.780853959818968e-06
Afghanistan,Jaghuri,2006,1.0496745970899058e-05
Afghanistan,Wa Sher,2006,2.6573016237686117e-06
Afghanistan,Qala-e-Naw,2006,8.38468201990135e-06
Afghanistan,Shahid-e-Hassas,2006,9.43423414169287e-06
Afghanistan,Qalat,2006,9.485361753948123e-06
Afghanistan,Dawlat Yar,2006,8.950855598102718e-06
Afghanistan,Chakhansur,2006,1.8760000645479428e-06
Afghanistan,Saghar,2006,6.709817969675416e-06
Afghanistan,Shahrak,2006,8.112264352301869e-06
Afghanistan,Faryab,2006,6.886493666874385e-06
Afghanistan,Jawzjan,2006,6.622800158484287e-06
Afghanistan,Shibar,2006,1.0763889579079567e-05
Afghanistan,Sayghan,2006,9.615865132868583e-06
Afghanistan,Sayad,2006,7.131370133925869e-06
Afghanistan,Daykundi,2006,9.86796346483427e-06
Afghanistan,Hilmand,2006,3.0798306972277744e-06
Afghanistan,Ghazni,2006,1.1384361661301428e-05
Afghanistan,Pasaband,2006,8.543209198265896e-06
Afghanistan,Khakrez,2006,8.790748038181138e-06
Afghanistan,Baghlan,2006,1.1232020685708041e-05
Afghanistan,Logar,2006,1.3584295746439426e-05
Afghanistan,Chaghcharan,2006,8.436687866680155e-06
Afghanistan,Obe,2006,8.338192937030565e-06
Afghanistan,Bala Murghab,2006,7.951732856396003e-06
Afghanistan,Garziwan,2006,7.628103086225452e-06
Afghanistan,Syah Gerd,2006,1.2110902766073123e-05
Afghanistan,Deh Yak,2006,1.2945086647731815e-05
Afghanistan,Bamyan,2006,9.766626147754679e-06
Afghanistan,Zabul,2006,9.711255213633778e-06
Afghanistan,Ghorak,2006,6.8023973840419935e-06
Afghanistan,Khulm,2006,6.774786042072756e-06
Afghanistan,Gian,2006,1.2217282079185371e-05
Afghanistan,Bagrami,2006,1.3308136954220026e-05
Afghanistan,Qadis,2006,8.47274024958699e-06
Afghanistan,Khwaja Ghar,2006,7.77319144024598e-06
Afghanistan,Maydan Wardak,2006,1.2173082039154077e-05
Afghanistan,Shah Joy,2006,1.0075178027639628e-05
Afghanistan,Lal Wa Sarjangal,2006,9.21111748562925e-06
Afghanistan,Dila,2007,1.173433489165134e-05
Afghanistan,Markaz-e-Behsud,2007,7.892856210820275e-06
Afghanistan,Balkh Ab,2007,5.896552986734331e-06
Afghanistan,Hirat,2007,6.3686573873130865e-06
Afghanistan,Feroz Nakhchir,2007,4.892432886318578e-06
Afghanistan,Pul-e-Hesar,2007,9.410681034161417e-06
Afghanistan,Gardez,2007,1.2201879822742607e-05
Afghanistan,Spin Boldak,2007,8.266032963857987e-06
Afghanistan,Kapisa,2007,1.0345817369151097e-05
Afghanistan,Ruy-e-Du Ab,2007,6.014956306861809e-06
Afghanistan,Khwaja Du Koh,2007,5.531806951116726e-06
Afghanistan,Tolak,2007,5.93996261150494e-06
Afghanistan,Jaghatu,2007,1.081390902509578e-05
Afghanistan,Khuram wa Sarbagh,2007,5.174838698360791e-06
Afghanistan,Yahya Khel,2007,1.2769324227563969e-05
Afghanistan,Reg,2007,7.042875389595104e-06
Afghanistan,Fayz Abad,2007,5.709208258350166e-06
Afghanistan,Maywand,2007,6.421469569160634e-06
Afghanistan,Dushi,2007,7.107574908544669e-06
Afghanistan,Shah Wali Kot,2007,7.952620919590335e-06
Afghanistan,kiti,2007,7.450497794640004e-06
Afghanistan,Paktika,2007,1.2343688077484206e-05
Afghanistan,Sholgareh,2007,5.4499403124229725e-06
Afghanistan,Arghandab,2007,8.681309815944005e-06
Afghanistan,Kunduz,2007,5.493915884407095e-06
Afghanistan,Saydabad,2007,1.0943100482091331e-05
Afghanistan,Paktya,2007,1.2201879822742607e-05
Afghanistan,Ashtarlay,2007,7.3588809906954994e-06
Afghanistan,Chisht-e-Sharif,2007,6.491699590160483e-06
Afghanistan,Daman,2007,7.62565259300453e-06
Afghanistan,Farsi,2007,5.933784645244049e-06
Afghanistan,Nawur,2007,9.310254803780422e-06
Afghanistan,Panj wayi,2007,6.792649510516861e-06
Afghanistan,Kandahar,2007,7.60770324254044e-06
Afghanistan,Waras,2007,7.677824603040436e-06
Afghanistan,Qorghan,2007,5.468670121313062e-06
Afghanistan,Hesa Awal-e- Behsud,2007,8.959057270882845e-06
Afghanistan,Balkh,2007,5.215515107701787e-06
Afghanistan,Khas Uruzgan,2007,8.597652249786861e-06
Afghanistan,Nad-e-Ali,2007,2.4710270907750203e-06
Afghanistan,Chora,2007,8.168755728103395e-06
Afghanistan,Kohistanat,2007,6.211860873704251e-06
Afghanistan,Khwaja Sabzposh,2007,5.9874872246625814e-06
Afghanistan,Farah,2007,3.623527657255765e-06
Afghanistan,Reg(khan Neshin),2007,3.0632605160465554e-06
Afghanistan,Jawand,2007,6.5821502982297375e-06
Afghanistan,Pur Chaman,2007,4.12061368707336e-06
Afghanistan,Kajaki,2007,5.945610202118343e-06
Afghanistan,Jalrez,2007,1.0334389107416406e-05
Afghanistan,Naw Zad,2007,3.893733112324138e-06
Afghanistan,Uruzgan,2007,8.133807404280768e-06
Afghanistan,Yakawlang,2007,6.371074671580568e-06
Afghanistan,Shiberghan,2007,5.75232428028041e-06
Afghanistan,Panjab,2007,6.965976813597939e-06
Afghanistan,Gulestan,2007,2.827973327977287e-06
Afghanistan,Shindand,2007,4.894105610169396e-06
Afghanistan,Sang-e-Takht,2007,7.041076034237501e-06
Afghanistan,Darah Suf-e- Payin,2007,5.159599027409266e-06
Afghanistan,Sari Pul,2007,6.086562215015357e-06
Afghanistan,Dawlat Abad,2007,5.3716674702110125e-06
Afghanistan,Garm Ser,2007,4.380049782887154e-06
Afghanistan,Baghran,2007,6.043631122318268e-06
Afghanistan,Khash Rod,2007,1.831111385511121e-06
Afghanistan,Ghor,2007,6.132593652778958e-06
Afghanistan,Mahmud-e- Raqi,2007,1.0345817369151097e-05
Afghanistan,Takhar,2007,5.2783116447413065e-06
Afghanistan,Samangan,2007,5.322879223137979e-06
Afghanistan,Lashkar Gah,2007,4.1333272667576535e-06
Afghanistan,Ab Band,2007,1.1622950050720245e-05
Afghanistan,Almar,2007,5.8612039278201585e-06
Afghanistan,Sozma Qala,2007,5.8955139287141e-06
Afghanistan,Wor Mamay,2007,1.2420821371706914e-05
Afghanistan,Hazrat Sultan,2007,4.680492113015613e-06
Afghanistan,Arghistan,2007,8.386297520139106e-06
Afghanistan,Nesh,2007,7.684754772890392e-06
Afghanistan,Taywarah,2007,5.325564657233272e-06
Afghanistan,Maruf,2007,9.742231874986943e-06
Afghanistan,Kabul,2007,1.0847473238659272e-05
Afghanistan,Waza Khah,2007,1.1255719821183216e-05
Afghanistan,Ali Abad,2007,6.032187166256339e-06
Afghanistan,Mardyan,2007,5.441473232265437e-06
Afghanistan,Shor Abak,2007,8.115930891920295e-06
Afghanistan,Parwan,2007,9.154582369998526e-06
Afghanistan,Khwaja Hejran,2007,8.042816812779918e-06
Afghanistan,Kishindeh,2007,5.643644526699749e-06
Afghanistan,Badghis,2007,6.681846656020478e-06
Afghanistan,Khoshi,2007,1.1479627701330033e-05
Afghanistan,Pul-e- khumri,2007,7.520443419534004e-06
Afghanistan,Imam Saheb,2007,4.955644602557852e-06
Afghanistan,Deh shu,2007,3.641329859204193e-06
Afghanistan,Nimroz,2007,2.0444327316592823e-06
Afghanistan,Naw Bahar,2007,9.878548715040721e-06
Afghanistan,Bangi,2007,5.639250494684764e-06
Afghanistan,Du Lina,2007,6.467379166730794e-06
Afghanistan,Gizab,2007,7.929382677545991e-06
Afghanistan,Ajrestan,2007,8.500140708674608e-06
Afghanistan,Chahar Sadra,2007,6.5021033244931635e-06
Afghanistan,Qaysar,2007,6.415847587947627e-06
Afghanistan,Malestan,2007,9.65982662507381e-06
Afghanistan,Gomal,2007,1.2948525656407742e-05
Afghanistan,Bala Buluk,2007,2.8889298156205976e-06
Afghanistan,Jaghuri,2007,1.0062729335399088e-05
Afghanistan,Wa Sher,2007,2.379114923493143e-06
Afghanistan,Qala-e-Naw,2007,6.846612468963408e-06
Afghanistan,Shahid-e-Hassas,2007,7.600065911129414e-06
Afghanistan,Qalat,2007,8.668751079368507e-06
Afghanistan,Dawlat Yar,2007,6.6305505403331764e-06
Afghanistan,Chakhansur,2007,2.4710754239555953e-06
Afghanistan,Saghar,2007,4.966508912915777e-06
Afghanistan,Shahrak,2007,6.044327019510506e-06
Afghanistan,Faryab,2007,5.954057943455615e-06
Afghanistan,Jawzjan,2007,5.608703180503189e-06
Afghanistan,Shibar,2007,7.51785082784979e-06
Afghanistan,Sayghan,2007,6.726538290705377e-06
Afghanistan,Sayad,2007,6.091723753530945e-06
Afghanistan,Daykundi,2007,7.444959374279746e-06
Afghanistan,Hilmand,2007,4.026450369290305e-06
Afghanistan,Ghazni,2007,1.0146831484709162e-05
Afghanistan,Pasaband,2007,6.2989559610958706e-06
Afghanistan,Khakrez,2007,7.607100398894517e-06
Afghanistan,Baghlan,2007,8.020379043755003e-06
Afghanistan,Logar,2007,1.1479627701330033e-05
Afghanistan,Chaghcharan,2007,6.453250990767257e-06
Afghanistan,Obe,2007,6.557445723687333e-06
Afghanistan,Bala Murghab,2007,6.65891826836815e-06
Afghanistan,Garziwan,2007,6.3931026918283935e-06
Afghanistan,Syah Gerd,2007,9.154582369998526e-06
Afghanistan,Deh Yak,2007,1.1894586525148868e-05
Afghanistan,Bamyan,2007,7.051853041354828e-06
Afghanistan,Zabul,2007,9.319888412157988e-06
Afghanistan,Ghorak,2007,6.115954183949769e-06
Afghanistan,Khulm,2007,4.623176758424293e-06
Afghanistan,Gian,2007,1.2933402496392044e-05
Afghanistan,Bagrami,2007,1.0847473238659272e-05
Afghanistan,Qadis,2007,6.842377307700197e-06
Afghanistan,Khwaja Ghar,2007,4.91737279479785e-06
Afghanistan,Maydan Wardak,2007,9.532350767802712e-06
Afghanistan,Shah Joy,2007,1.0050944038278733e-05
Afghanistan,Lal Wa Sarjangal,2007,6.746185676930717e-06
Afghanistan,Dila,2008,9.927378156022374e-06
Afghanistan,Markaz-e-Behsud,2008,7.703381218810678e-06
Afghanistan,Balkh Ab,2008,3.697369861979166e-06
Afghanistan,Hirat,2008,5.659069956701013e-06
Afghanistan,Feroz Nakhchir,2008,3.0508722790570144e-06
Afghanistan,Pul-e-Hesar,2008,1.0447500829077229e-05
Afghanistan,Gardez,2008,1.3514358426085771e-05
Afghanistan,Spin Boldak,2008,6.150026059110449e-06
Afghanistan,Kapisa,2008,1.2103286021118246e-05
Afghanistan,Ruy-e-Du Ab,2008,4.993599275992287e-06
Afghanistan,Khwaja Du Koh,2008,3.437091956057165e-06
Afghanistan,Tolak,2008,5.549812126494538e-06
Afghanistan,Jaghatu,2008,1.1143323035418354e-05
Afghanistan,Khuram wa Sarbagh,2008,4.098799446507283e-06
Afghanistan,Yahya Khel,2008,1.2548963008946816e-05
Afghanistan,Reg,2008,4.9213370261671205e-06
Afghanistan,Fayz Abad,2008,3.3342828807848312e-06
Afghanistan,Maywand,2008,4.7476089590455976e-06
Afghanistan,Dushi,2008,7.4026526220228815e-06
Afghanistan,Shah Wali Kot,2008,6.078733315087197e-06
Afghanistan,kiti,2008,6.3487179780684204e-06
Afghanistan,Paktika,2008,1.0893430136532177e-05
Afghanistan,Sholgareh,2008,3.1769907748198695e-06
Afghanistan,Arghandab,2008,6.727536452090918e-06
Afghanistan,Kunduz,2008,4.709543034349187e-06
Afghanistan,Saydabad,2008,1.2979229274491618e-05
Afghanistan,Paktya,2008,1.3514358426085771e-05
Afghanistan,Ashtarlay,2008,6.113866587384436e-06
Afghanistan,Chisht-e-Sharif,2008,5.6860370990696865e-06
Afghanistan,Daman,2008,5.7046354598553105e-06
Afghanistan,Farsi,2008,5.495073269734411e-06
Afghanistan,Nawur,2008,9.973645597554895e-06
Afghanistan,Panj wayi,2008,4.733696073761148e-06
Afghanistan,Kandahar,2008,5.6550058150743946e-06
Afghanistan,Waras,2008,6.747715200419184e-06
Afghanistan,Qorghan,2008,3.5991955774803157e-06
Afghanistan,Hesa Awal-e- Behsud,2008,1.0099296478648255e-05
Afghanistan,Balkh,2008,3.127949727349619e-06
Afghanistan,Khas Uruzgan,2008,7.220748934611396e-06
Afghanistan,Nad-e-Ali,2008,1.817375246337285e-06
Afghanistan,Chora,2008,6.4681273258419845e-06
Afghanistan,Kohistanat,2008,4.036359833439501e-06
Afghanistan,Khwaja Sabzposh,2008,4.01890470717017e-06
Afghanistan,Farah,2008,3.294788542707226e-06
Afghanistan,Reg(khan Neshin),2008,1.8866824731166993e-06
Afghanistan,Jawand,2008,5.324460552616267e-06
Afghanistan,Pur Chaman,2008,3.694879005443057e-06
Afghanistan,Kajaki,2008,4.770478097128313e-06
Afghanistan,Jalrez,2008,1.2580640645142989e-05
Afghanistan,Naw Zad,2008,3.0522475518745433e-06
Afghanistan,Uruzgan,2008,6.618892023915826e-06
Afghanistan,Yakawlang,2008,4.440557814663425e-06
Afghanistan,Shiberghan,2008,3.4997773758166284e-06
Afghanistan,Panjab,2008,5.5287210342402736e-06
Afghanistan,Gulestan,2008,2.460003482169111e-06
Afghanistan,Shindand,2008,4.588596447481259e-06
Afghanistan,Sang-e-Takht,2008,5.768210783285285e-06
Afghanistan,Darah Suf-e- Payin,2008,3.2915357079738933e-06
Afghanistan,Sari Pul,2008,3.8337607993798285e-06
Afghanistan,Dawlat Abad,2008,3.369001956790829e-06
Afghanistan,Garm Ser,2008,2.3107396926320727e-06
Afghanistan,Baghran,2008,5.119810207281775e-06
Afghanistan,Khash Rod,2008,1.6180460649874524e-06
Afghanistan,Ghor,2008,5.140767196431031e-06
Afghanistan,Mahmud-e- Raqi,2008,1.2103286021118246e-05
Afghanistan,Takhar,2008,4.4928878187804505e-06
Afghanistan,Samangan,2008,3.983485125008254e-06
Afghanistan,Lashkar Gah,2008,2.7825188050396343e-06
Afghanistan,Ab Band,2008,1.0812508262265e-05
Afghanistan,Almar,2008,4.27379837888394e-06
Afghanistan,Sozma Qala,2008,3.467184710074368e-06
Afghanistan,Wor Mamay,2008,1.0013541406323523e-05
Afghanistan,Hazrat Sultan,2008,3.472504764526761e-06
Afghanistan,Arghistan,2008,6.211666787786783e-06
Afghanistan,Nesh,2008,6.014510395664626e-06
Afghanistan,Taywarah,2008,4.8872823218139355e-06
Afghanistan,Maruf,2008,6.969426119211654e-06
Afghanistan,Kabul,2008,1.3246039332837078e-05
Afghanistan,Waza Khah,2008,8.825469358663298e-06
Afghanistan,Ali Abad,2008,5.2266457696757235e-06
Afghanistan,Mardyan,2008,3.309882768789074e-06
Afghanistan,Shor Abak,2008,6.274542773100558e-06
Afghanistan,Parwan,2008,1.0727740166932857e-05
Afghanistan,Khwaja Hejran,2008,8.150166288230257e-06
Afghanistan,Kishindeh,2008,3.3239976034878035e-06
Afghanistan,Badghis,2008,5.3784937325558924e-06
Afghanistan,Khoshi,2008,1.3787626664823776e-05
Afghanistan,Pul-e- khumri,2008,7.549745789074641e-06
Afghanistan,Imam Saheb,2008,4.192440299022651e-06
Afghanistan,Deh shu,2008,2.026435519456456e-06
Afghanistan,Nimroz,2008,1.6543080262101977e-06
Afghanistan,Naw Bahar,2008,7.470793190990269e-06
Afghanistan,Bangi,2008,4.823057849046349e-06
Afghanistan,Du Lina,2008,5.4758499298177225e-06
